comment,label,df
ලංකාවෙි මිනිස්සුන්ට මොනතරමි හොද කලත් වැඩක් නැ ඒ අයගේ ආකල්ප වෙනස්කරන්න බැ..මෙි කමෙන්ටි වලින් ඒදේ වැටහෙනවා.මහා මෝඩ මිනිස්සු..බහුතරයක්,1,D
"පොලීසිය ගොං ආතල් දෙනවා , පූජිතයෝ උබට තියෙන වැඩ මේවද?",1,D
"මේ යුද්ධයේ සැබෑම අවසානය වෙන්න ඕන මේකයි. දැන්වත් කඩප්පුලි විග්නේෂ්වරන්, සිවාජිලිංගම්, සම්බන්ධන්, සුමන්තිරන් වැනි කාළක්නි දේශපාලකයින් දේශපාලනයෙන් අතුගා දැමිය යුතුයි.",1,D
"මෙතන දී. අර( පාර්ලිමේන්තුවේ ) ඉන්න ( කක්කූසි කටා ) නොහොත් දත් දොස්තර කාල කන්නි රාජිතයා මතක් වෙනකොට මගේ මාළු නටනවා,,",1,D
කෝ අපේ නානසාර ස්වාමීන් වහන්සේ ඒ හිමියනට පුළුවන් මේ වගේ සෙබළුන්ගෙන් ආදර්ශ එහෙම ලබාගන්න . බුදුන්ගෙන් ආදර්ශ ලබාගත්තේ නැතිකොට ඉතින් මොකෙක්ගෙන්වත් ආදර්ශ ගනීද ?,1,D
ලංකාවේ තම හරක් ඉන්න නිසා ඕවා හොඳට පිළිගන්නවා...,1,D
අපේ හරකුන්ට ගහක් හිටවන්න ගියත් කුඩයක් අල්ලන්න ඔනේ බහින්න වලකුත් හාරලා දෙන්න ඔනේ.අපි හරි පවු නේ,1,D
දැන් ටික කාලෙකට කලින් පාලත් සභා මන්ත්‍රී ජුන්ඩේක් පොලිස් මහතෙක් හැදුලුම් පත ඉල්ලූවා කියලා දාපු ගෙම්බර් මතක් වුනා,1,D
අම්මෝ ඒක හොදයි ඒත් දාගෙන යන්නේ පාරෙ නේද?,0,D
මූ ජයරත්නගෙ නෑදෑයෙක්ද කොහෙද.!,0,D
වැස්සොත් ශොට් වෙල මැරෙන්නෙ,0,D
ඇඩ් නම් ඇඩ් ... ලංකාව දියුනු නෑ කියන වුන් ට කනට ගහලා මෙක පෙන්නපල්ලා..,1,D
මේක දියුණුවක් කියලා හිතනවා නම් උබට වැරදිලා සහෝදරයා,0,D
ගෙදරට වෙලා පාඩම් කරපල්ලකෝ. පැය ගනන් පෝලීමේ ඉන්නේ,1,D
මෙච්චර අමාරුවෙන් පුටුවක් අල්ලගන්න ඕනිද... ගහක් යට වාඩිවෙලා පාඩම් කරන්න පුළුවන් .,0,D
විඩීයෝ එක අප්සට් පේන්නේ නෑ හරියට....,0,D
යක්කුන්ට ලජ්ජා කරන්න එපා මුන්ට සමානකරලා,1,D
ඒකෙන් මේකෙන් උනේ ගීතට නමටහරි හිටිය මිනිහ නැතිවුන එක විතරයි,0,D
මුන් ගෙන් ඇති වැඩක් නැ තමයි. ඒ උනාට ඉඩල හිටලා වැදගත් දෙවලුත් නොකියන වම නෙවෙයි ..,1,D
බයිසන්ලට ඉතින් සුරංගනාවියන් තමයි,1,D
මීට කලින් දැකලැ නැ,0,D
මටනම් හිතෙන්නේ මේ මිනිහා තමයි ඇත්ත ඩයල් එක කියලා,0,D
දුප්පත් මිනිසුන් සියගනනකට පැල්පතක් තනාදෙන්න තීබු අපුරුව නේද,0,D
"පිහි ඇනුම්, ගුටි කෙලි ඇතුලු විනෝද ක්‍රීඩා රැසකුත් ඇති නෙහ්...??",1,D
මෙක ගෑන දන්න එකෙක් කියපන් හරියටම දන්න එකෙක් කන්ටැක් කර ගන්න ඔනී,0,D
ඊළඟට මේවල සාමාන්‍ය මිනිස්සුන්ට යන්න බැරි වෙන විදිහට ගණන් වැඩි විශේෂ ටිකට් එකක් නිකුත් කරන්න ඕනේ.,0,D
දවස අන්තිමේ යාඩ් එකට ගෙනල්ලා නැවැත්තුවාම එතන ආරක්ෂාවත් වැඩි කරන්න වෙනවා. රෑට ෆෑන් පන්නන අයත් ඉන්න පුළුවන් නේ.,0,D
තව මේවා ඇතුල සතියකට දෙසැරයක් වත් පිරිසිදු කරන්න ඕනේ. විශේෂයෙන්ම ටොයිලට්. තව පිටත මසෙට දෙසැරයක් වත් ක්ලීන් කරන්න ඕනේ. එහෙම කලොත් ඔන්න අවුරුදු 5ක් වත් ලස්සනට තියාගතහැකි.,0,D
"ලංකාවට ඕව හරියන්නෙ නෑ බන්....අපි සුපෝකබෝගී දේවල් විදින්න කලින් අපේ මනස හුරුකරගන්න ඕන අනිත් උන්ටත් ඒක විදින්න ඉතුරුකරල යන්න..අපි සිංහලනෙ...සිංහයන්ගෙන්ලුනෙ පැවතගෙන එන්නෙ...අපිට බෑ ප්‍රෙන්...අපිට වනන්තර වගේ ඒව ගෙනත් දෙන්න..ඒවනම් හරි යනව...මම දැකල තියනවනෙ අලුතින්ම ගෙනාපු කෝච්චි වලට අපේ ඔපිස් යන සෙට්,ට්‍රිප් යන සෙට්,සිගිති පාතාල කාරයො කරන වැඩ..බොකක් ලෝඩ්වෙලා කෝච්චියෙ ටොයිලට් එකට ගියොත් පුදුම හාස්කමක් වෙන්නෙ...බොක නැතිවෙනව..එක්කෝ බොක කටින් යන්න එනව..",1,D
ඔය පොටෝ ටිකම තව මාසයකින් අරන් බලන්න සීට් ටිකයි එන්ජිමයි විතරයි ඉතුරු අනිත් ඔක්කොම ගලවනවා සත්තයි අපේ එඋන්,0,D
සාමාන්‍ය මිනිස්සුන්ගෙන් පරිස්සම් කරගන්න පුලුවන්. ඒත් කෝච්චි වල යන ඔෆිස් සෙට් එක කියලා අමුතුම සත්තු ජාතියක්. උන් කන දේ එකෙම දානවා හොර ගෑනු එක්ක එකතු වෙලා සීට් හුරනවා. ගොඩක්ම කෝච්චි විනස කරන්නේ ඒ අහිගුන්ටකයෝ.,1,D
විනයක් නැති පිරහෙමින් තිබෙන ජාතිය බදු මුදල් වලින් ගන්නා මේවා කොපමන කල් රැකගනීවිද මන්දා? මිනිසුනේ පොදු දේපල රැකගනිව්. බලි කුරුටු ගා අපවිත්‍ර නොකරව්....,1,D
ෂීට් කඩලා ජරා කරන එකෙක් දැක්කොත් පොන්නයෝ වගේ බලන් ඉන්නැතුව අත පුරෝල කන පැලෙන්න ගහපන් අනිත් උන්ටත් පෙන්න,1,D
මගිජනතාව වගේම දුමිරිය දෙපාර්තමේන්තු සේවකයන් තුත් මෙය රැකගන්න කටයුතු කලයුතුයි .මොකද ගමන් වාරයක් අවසන මෙම දුමිරිය මැදිරි ඉතා හොදින් පිරිසිදු කර අඩුපාඩු සැකසිය යුතුයිි .දැන් බලන්න රැහුනු කුමාරි ගාලුකුමාරි ෆැන් වැඩ නැ මකුනුදැල් බැදිල හුඩි එක දුවිලිවලින් පිරිල.මෙව රැකගන්න දෙගොල්ල ම දායක වියයුතුමයි,0,D
අපේ එවුන්ට ලියන්න සිට් ඉරන්න .කඩල කන්න .බඩ ඉරුගු කන්න එ කාපු එවා එතන ම දලා යන්න.ට්‍ර්ප් ගිහිල්ලා බොක කරලා එන්න ආපු අලුත් භාන්ඩේ ...දැන් කියන්න එපා අපො ඉංදියන් ජාරාව කියලා ඉස්සල්ලා පුරුදු වේයල්ලා .කඩල ගොටු .කුනු මල ජාරාව .මානසික ලෙඩ්ඩු වගේ ලියන එවා .නවත්තන්න ..පස්සේ හොයපල්ලා ඇද කුද,1,D
ඔය කොච්චිය අගුලාන කොරලවෙල්ල මොරටුව එ දුම්රිය ස්තාන වල නවත්තන්න එපා ඔය කොච්චියේ තියන සෙප පහසුකම් ටික මාසයක් යනකොට එ පෙත්තේ ගෙවල් වල තියෙයි,0,D
"යකෝ හැම එකාම කියන්නෙ සතියෙන් කයි කියලා, බලන් යද්දි මෙව්වා කන්ඩ එකෙක් නෑනෙ",1,D
"ඕක සතියයි, ඉවරයි ගාගා කමෙන්ට් දාන්නේ පිටරට උන් වෙන්නැති දැන්..",1,D
අපේ මහින්ද මහත්තයා ඇවිත් මාසයයි. කොහොමද එයාගෙ වැඩ..ටොයියොන්ට ජෙප්පොන්ට පේන්න ලයික් එකක් දාන්න.,1,D
මට තියෙන ප්‍රශ්නේ අර ටීවි එක අඩු වැඩි කරන සුවිච් එකෙන් අපේ උන් ආතල් ගනීද කියලා,0,D
අපේ රටට ඕව හරියන් නෑ මොකද මිනිස්සු අඩුයි දැන් ඒ වගේම සමහරුන්ට මොලයක් නෑ මේක නඩත්තු වෙන්නෙ අපේ බදු මුදලින් කියල ඒක නිසා මේව උපරිම මාසයයි පිලිවෙලට තියෙන්නෙ,0,D
මාස කීයක් මේ පිලිවෙලට තියෙයිද දන්නෙ නෑ.ඕක ඇතුලේ කෑලි ටිකත් ගලවගෙන නොගියොත් තමයි පුදුම,0,D
"ඕවා සාමාන්‍ය මගී ජනතාවට යන්න ගෙන්නපුව නෙවෙයි. මේවා ගෙන්නන එවුන්ව කාර්‍යාල දුම්‍ රියක ටික දවසක් යවන්න ඕන. දුම් රිය ගාස්තු නහුතෙට වැඩි කරලා ඒ සල්ලිවලින් වෙලාවට , දෙපැත්තට පැද්දෙන්නෙ නැතුව ,ඉල ඇට කඩා ගන්නෙ නැතුව යන්න පුලුවන් විදිහෙ දුම් රිය සේවයක් හදපල්ලා.",0,D
ඉහල සියට පහලට ආදර්ශයක් නොදී රටක විනයක් ඇති කල නොහැක.සිංගප්පූරුව එයට හොදම ආදර්ශයයි.ලංකාවෙ ඉහලින් පහලට දෙන යහපත් ආදර්ශය කුමක්ද?,0,D
"රැකගනිල්ලා ඇහැවගේ! නැත්නම් වවුලෝ වගේ තමයි හැමදාම තොපිට යන්න වෙන්නේ.වනසන එකෙක් දැක්කොත් හැමෝම එකාවගේ නැගීහිටපල්ලා ""මට අදාල නෑනේ"" කියලා නොහිතා!ජනතාව හැටියට අපි අපේ වගකීමවත් හරියට ඉෂ්ඨ කරමු.",1,D
මේ දුම්රියේ ගමන්වාර අවසානයේදී දුම්රියේ මැදිරි අපේ ජනතාව පාවිච්චි කරලා තියෙන විදිය රටටම පෙන්වන්න ඕනේ කියලා යෝජනා කරනවා!,0,D
මෙක දකිද්දී මට හිතෙන්නේ ඉන්දියාව කොච්චර ඉස්සරහින්ද අපිට වඩා?,0,D
ඔකෙ යන්නෙ පරණ එව්න් ටිකමනෙ... මාස තුනක් යද්දී කහල ගොඩක් වගේ තියේවි ..,0,D
ඉන්දීය දුම්රියන් එන්න එන්නම අසාර්තකයි. ඇයි ඒවම ගෙන්වන්නෙ?? මේකෙනුත් කොමිස් කුට්ටි එන නිසාද??,0,D
ලංකාව ඉන්දියාවේ කොලනියක් වෙන රටවල නැතිද කොහොමත් ඉන්දියාවේ බයික් වගේ ඇති,1,D
ඔකොම තිබිලා අන්තිමට කලින් එවගේ වගේ බ්‍රේක් අවුලක් උනොත් තමා අවුල,0,D
විදේශ රටවල මේ වගේ කෝච්චි වල ආහාර හා කෑම ගැනීම තහනම්. ඒකයි ඒව පිරිසිදුවට තියෙන්නෙ...,0,D
මේවායේ ගමන් කරන සහ පාවිච්චි කරන විදියත් ලංකාවේ මිනිස්සුන්ට කියල දෙන්න වෙයි..,0,D
විශේෂයෙන් ....නිතර දුම්රිය ගමන් කරන...මගින් ..මේ ගැන සැලකිලිමත් ...විය යුතුයි .........................කරුනා කරලා පරෙස්සම් කරන්න ....,0,D
දාපු ඔස්තාර්ල ටික ඕකෙ නග්ගල යවන්න ඕන බලන්න වැඩ ටික,1,D
"රත්තරන් අපේක්ෂකයා කවුද කියලා දැනගන්න, දැන්ම මිස් කෝල් එකක් දෙන්න!",0,D
මංගල මුදු මාල වළලු රන් අභරණ ලබාගන්න විශ්වාසයි කල් පවතියි වගකීමට බැඳී සිටියි,0,D
ඇයි බ්‍රෝ ස්පොන්සර් ගහලා? සල්ලි වැඩිවෙලාද?,0,D
එනකම් මගබලන් ඉන්නෙ කවුද බන් මූ කිය්ලා ලංකාවෙ නෙමේද දන්නෑ හිටියෙ මූ,1,D
"පිරිත බුදුන් වහන්සේගේ දේශනා කොට ඇත්තේ සමුද්‍රඝෝෂ විරිතට අනුකූලවයි . පිරිතේ අක්ෂර ලියා ඇත්තේ ඒ අනුවමයි . පිරිත තුළින් ඒ සෙත් , ශක්තිය ලබාගැනිමට ඒ ආකාරයෙන් ම සජ්ජායනය කලයුතුයි .",0,D
මෝඩ මිනිස්සු ටිකක් නම් මේක අහල තෙරුවනේ ගුණ කෙරෙහි සිත පහදවා ගන්නෙ නැතිව තාලයයි භාෂාවයි ගැන වාද කර කර ඉන්නවා. අනේ මේ මිනිස්සු කවදානම් මේ සංසාරයෙන් එතෙර වෙන්න උත්සාහයක් ගනීද....,0,D
පිස්සො පිස්සු කතා කියයි...සුනකයි සුනක කතා කියයි..නරි හූ කිය කිය නටයි... මහමෙව්නා වාසි පිරිසයට ඒ සත්ව කොට්ඨාසය අදාලම නැ...අපිට නරි නාවන්ඩ වෙලාවකුත් නැ...ඔබ වහන්සේලා කරන දේ අපිට මහ මෙරක් වගේ...මේ ලොකු ස්වාමින්වහන්සේගේ යුගයයි... අපේ ලොකු ස්වාමින්වහන්සේගෙ මාර්ගයේ අපි යනවා.. මේවැනි පින්වත් ස්වාමින්වහන්සේලා මේ මිහිමත තව තවත් පහල වේවා...,1,D
මේ වන්දනාවට දොස් නගන සියලු දෙනාටයි..නිකන් බොරුවට ආර්‍ය උපවාදයට ලක් වෙන්න එපා කිරිබත්ගොඩ මා හිමිගේ බන පදයක්වත් නො අසා මේ විදිහට උන් වහසේගේ පිලිවෙතට දොස් නගන්න එපා වැරදි ඇති කා ලගත් ඒත් කිරිබත්ගොඩ හිමියන්ගේ සීලයටවත් ගුනයටවත් අපිට ලගටවත් යන්න බෑ .උන් වහන්සේ සිදු කරන සේවය අති මහත් ස්‍රද්දාව වැඩෙනවා...,0,D
හැකි සෑම විටම ත්‍රිවිධ රත්නයේ ගුණ සිහිපත් කිරීමයි වැදගත්....මේ ස්වාමීන් වහන්සේලාගේ දේශනාවෙන් මම සුවපත් වුනෙමි...ඒ කුසලය උන් වහන්සේලා අනුමෝදන් වේවා....බල්ලො බිරුවට කදු පාත් වෙන්නෙ නෑනෙ....බුදු සසුන බැබලේවා...,1,D
දහම්පාසලකට ගියේ නැති එකාලාට මේ බණ නම් සෝක්.ඊයේ පෙරේදා ෂෝ එකට ධර්මය පස්සෙ යන එකාලා ට මේ විකුර්ති හොදයි.බුදුහාමුදරුවෝ කීව දේ හරි සාසනේ විනාස කරන අය සාසනෙන්ම බිහිවෙලා ඉවරයි.,1,D
