comment,label,df
අඩේ ගොන් බැල්ලියේ ඔහේ කීයක් මරණ වෙනවද ඇස් දෙක ඉබ්බො ලෙවකාලද අඩෙ,1,B
අඩේ තාත්තයි පුතයි වගෙ ආදරෙයි දෙන්නටම ,0,B
අඩේ තාත්තායි පුතයි,0,B
අඩේ පිස්සුද අඩේ??ගම්පහට,0,B
අඩේ මේක ,0,B
"අඩේ මේක මරු , නිරෝධායනය කරන්න ඕනේ කීප දෙනෙකුත් එක්කම ටැග් කරලා පොස්ට් කරපු එක වටිනවා ",0,B
අඩේ යකූ..එකපාර අඳුරන්නත් බැරි උනා..,0,B
අඩේ විඩියෝ එක නැද්ද බන් ,0,B
අඩේ සමනලයා..අද උබලගෙ දවස.විශ් කරන්ඩ අමතක උනා බන් සොරි,0,B
අඩේ සංවාදය දාපන්..,0,B
අඩේ සුසා ඒක..,0,B
අඩේ.. ඒක පට්ට ,0,B
අඩේ.. තාත්තගෙ කැරැක්ටර් එකට අපේ ආදරණීය අංකල්ව ගමු ,0,B
අඩේහ්,0,B
අඩො ඒක..,0,B
අඩො කසිප්පු ගහල ද,0,B
අඩො දැන් හෙන දියුණුතාක්ෂණයක් නෙ පාවිච්චි කරන්නෙ අනාගතේ ඉදලා අතිතෙ රැට්ටට කොල් එකක් අරන්,0,B
අඩො මරු ,0,B
අඩො මුණුබුරා සමග සුහද කතා බහක,0,B
අඩෝ,0,B
අඩෝ ,0,B
අඩෝ Gemini Man ෆිල්ම් එක ලංකාවේ ගැහුවා වගේ,0,B
"අඩෝ අඩෝ උබලා තහනම් කරා නේද ? මං හිතුවේ උබලාට රාසායන ව්ද්‍යාව උපාධි විතරයි තියෙන්නේ කියලා, බලන් ගියපුවාම පාංශු පිලිබද උපාදිත් තියනවානේ , ඔයාලා දන්නවද පනපිටින් වලලපුවම ඔක්කෝම විශබිජ nasi යනවලු ටෙස්ට් කරන්න පටන්ගන්න හදන්නේ පලවෙනි කෙනා ජාමානෙක් කරගන්න ඕනී වෙලාද",1,B
අඩෝ අනාගතයෙන් call එකක් ආපු පලවෙනි එකා වුනා එහෙනම් congratulations,0,B
අඩෝ උබ එල බං සුවහසක් යූ ටුයුබ් පිංපියන්ට වැඩිය ආදරෙයි,0,B
අඩෝ උබලා දෙන්න සෙට් උනාද,0,B
අඩෝ උඹ වෛද්‍යවරයෙක් නෙවෙයිනෙ කට වහගෙන පුක දෙන ද පාඩු හිටපං හරි තම්බියා,1,B
අඩෝ ඒක,0,B
අඩෝ ඒක පට්ට බං අයියා.. මං හිතන්නෙ මාමට පොරගෙ තරුණ කාලේ එක්ක කතා කරා වගේ දැනෙන්ඩ ඇති.. බිකෝස් දෙන්නම මොකේ හිටියත් ආතල්ම එකේ ඉන්න බඩු දෙකක් ,0,B
අඩෝ ඒක පට්ට මචෝ...️,0,B
අඩෝ ඒක පට්ට යකෝ️,0,B
අඩෝ ඒක සුපිරි තාත්තයි පුතයි වගේ ,0,B
අඩෝ ඒක......,0,B
අඩෝ තාත්තයි පුතයි විඩීයෝ කෝල් අරං දැං බොරුව දානව. දැං තාත්තා විශ්‍රාම යන නිසා ආයි රැට්ටම තාත්තා වෙන්න ඕනෙ නෑ මාමා එයි හෙල්ප් එකට,0,B
අඩෝ තාත්තයි පුතයි වීඩියෝ කෝල් එකක් ,0,B
අඩෝ දිස් වන් ,0,B
අඩෝ බැල්ලි තෝ ලංකාවට එන්න ඕනි නෑ තෝ ඔහෙට වෙලා මුලු ඉතාලියටම පුක දීපන් උබේ මිනිහා පොන්නයෙක්ද කොහේදා තෝ ලංකාවට අගවුරව කරන්න එපා පර බැල්ලී කනව තොගේ ංත්ත,1,B
අඩෝ මැකෝව තාත්තට දාලා video එකක් කරන්නම ඕනේ.,0,B
අඩෝ රැට්ටාගේ පියා හිතාදර මහත්තයා ද බන්...️️️️️,0,B
අඩෝ රෑට්ටා,0,B
අඩෝ විඩියෝ එක රෙකාඩ් කරෙ නැද්ද. දාපං කෝ ,0,B
අඩෝ වීඩීයෝ එකක් ඔනේ,0,B
අඩෝ වෙසි,1,B
අඩෝ සිරාවට ගත්තද උබ,0,B
"අඩෝ සුපිරි බන් ජයවෙවා, බුදුසරණයි",0,B
අඩෝ. එක්ක අඩියක් ගහන්න තිබ්බනම්. ️ ආතල් ලෝකයක් වෙයි.,0,B
අඩෝව් ,0,B
අඩ්ඩේ ️,0,B
අඩ්‍යපනය අඩු කෙනෙක් ... ,0,B
අතල් එකට ගහාලා කරුමෙට හෙදිච්ච එකෙක් ,1,B
අති ගරු ඔබ තුමා නොවන්නට අද වනවිට කොරොනා වසන්ගතයෙන් මුලු ලංකාවම වෙලා ගෙන අවසන්,0,B
"අති ගරු ජනාධිපතිතුමනිවිදේශ ගතව සිටින අය ගෙන්වා ගැනීමේදි මාස කිහිපයකටඅවුරුදු කිහිපයකට(1,2,3,4)රැකියාවල නිරත වීමට විදෙස්ගත වූ අයට මුලින්ම ප්‍රමුඛතාවය ලබා දෙන්නයි ඉල්ලා සිටිමිඅවුරුදු 10,20,30 විදේශ රටක පදිංචිව සිටින අයට දැන් ඉන්න සිතෙන රටක් යයි අපේ රට මතක්ව ඇත.කමක් නැහැඒත් ඔවුන්ට වඩා වැදගත් අපේ ගෙවල්වල අගහිඟකම් නිසා උපයාගෙන ඒමට ගිය අපේ දුප්පත් නෑදෑයෝයි",0,B
අති විශිෂ්ට කතාවක් වෛද්‍යතුමියනි අපේ මාතෘභූමිය වෙනුවෙන් අප ඔබතුමන්ලා සමඟයි. තෙරුවන් සරණින් මගෙ රට රැක දේවා.,0,B
අති ශේෂ්ඨයී මැඩ්ම්...,0,B
"අතිගරැ ජනපති තුමණී ඔබතුමන් ගෙනයන වැඩපිලිවල අතී සාර්තකයි ඒවගේම විදේශ ගතව සිටින අය නැවත මවිරට බලා පැමින පසු දවස් විසි එකක්වත් නිරෝධානය කරන්න.ඒවගේම දවස් 21 ඉවරවී නිවෙස් බලා ගියාන් පසු නැවත දවස් 14ක් ස්ව්‍යං නිරාදානයද අනිවර්‍යය කරන්න මොකද මෙිකේ භයානකත්වය අපි මෙිරටවල්වල දකින නිසා දවස් 21එකට පසුත් වෛරසයේ ලක්ෂන මතුවූ අය මෙි රටවලින් හමු වෙනවා පිටරට ඉන්න ලක්ෂ 10-15 වගේ අපි ඉන්න අය මවිරටට ගේවාගෙන කෝටි දෙකක් ඉන්න අය අමාරැවෙි දමන්න එපා මොකද ඒ අය නීරෝදාන රෙගුලාසිවලට එකගනමි පමන් ගේවාගන්න.ඒවගේම අතිගරැ විදෙස් ගතවෙලා ඉන්න අයගේ පවිල් ගැනත් සොයාබලන්න මොකද අපි එවන සල්ලී ඒඅයට ගන්න විදිහක් නෑ අදිරිනීතිය නිසා අවශ්‍ය කරන ආහාර ද්‍රව්‍යය ගන්න විදිහක් නැ.ගොඩාක් අසරන වෙිනවා අපේ පවිල් පොඩි අය සමග ඒඅයට ටවිමකට යන්න බෑ.ඔබතුමන් මෙි සමිබන්ධයෙන් කාරැණික අවධානය යොමු කරනු ඇතයි මා සිතමී.ඔබතුමන් හටත් ත්‍රිවධ හමුධාවන්ටත් රජ්‍ය නිළධාරින්ටත් වෛද්‍ය හෙද කාර්‍යය මන්ඩලවලටත් යෝධ බල යෝධ ශක්තිය ලැබෙිවා සමිමා සමිබුදු සරණයි..........!!!!!!!!!!""",0,B
"අතිගරැ ජනාධිපති තුමණි. මුදල් ආධාර බෙදාහැරීමේ කර්යය රට පුරාම ඉතාම සාර්ථකව සිදුකෙරැණා ..ඒ පිළිබඳව රටේ සියලු ජනතාවගේ ගෞරවනීය ස්තූතිය පළමුවෙන්ම පිරිනමමි.. අත්‍යාවශ්‍ය ආහාර ද්‍රව්‍ය හාඑළවළු බෙදාහැරීමේ යාන්ත්‍රනය විදිමත්ව සිදුනොවන බව ඔබතුමාගේ අවධානයට යොමු කරමි.. මේ කොරෝනා වසන්ගතය මැඩපැවැත්වීමට ඔබතුමා ඇතුලු රජය ගෙනයන වැඩපිළිවෙළට මේ හේතුව බාධාවක් වීමට ඉඩතිබේ.. එසේම එය ගොවිජනතාව මෙන්ම පාරිභෝගික ජනතාවත් දැඩි දුෂ්කරතාවකට පත්වීමට හේතු වී තිබේ.. අතිගරැ ජනාධිපති තුමණි .. මේ සදහා විසදුමක් ලෙස, කොරෝනා මර්දන ජනාධිපති කාර්යසාධක බලකායේ එක් අංශයක් සහ ආයතනයක් මේ සදහා ස්ථාපිත කරන ලෙස යොජනා කරමි..එමගින් ගොවියන් සහ ඔවුන් සතු ගොවි නිෂ්පාදනයන්(එලවලු තොග ප්‍රමාණයන්/තිබෙන ප්‍රදේශයන්)පිළිබඳව තොරතුරු සහ ගැණුම්කරුවන්ට අවශ්‍ය තොග සහ අවශ්‍ය ප්‍රදේශ පිළිබඳව ලියාපදිංචි කිරිම සිදුකල යුතු අතර, ක්ෂණිකව තොරතුරු හුවමාරැවන system එකක් update කල යුතුයි .. එමගින් අතරමැදියන් සහ අනපේක්ෂිත මිල පහතවැටීම් සහ මිල ඉහලයාම් තුලින් ගොවියන් මෙන්ම පාරිබෝගිකයන් දෙපිරිසම ආරක්ෂා කල හැකියි..එය වර්ථමාන කොරෝනා මර්දන වැඩපිළිවෙළට පමණක් නොව",0,B
"අතිගරු , කොරෝනාවෙන් නැසුන සියලු දෙනා පිරිමින් ය , අපි දන්නා තරමින් දුම් පානය පෙනහලු වලටත් , පිලිකා සෑදීමටත් මූලික හේතුවක් වෙන බව නොරහසකි, අපි ට පුලුවනිනම් මේ යන ගමනේ මෙලෙසම ගොසින් දුම්වැටි , මත්පැන් , මත්ද්‍රව්‍ය තහනම් කරමින් රට මතින් තොර රටක් කරන්න එය ජාති ජාතිත් ඔබතුමන්ට පින් සිදුවෙයි , එය කල හැක්කේද ඔබතුමන්ට පමනක්මයි , සුන්දර මිනිසුන්, සුන්දර හදවත් වල ආයු කාලය වැඩිවේවි ",0,B
"අතිගරු ඔබ තුමාගේ දූරදර්ශි නායකත්වයෙන් කටයුතු කිරීම තුලින් අපෙ රටේ කොරෝනා වසංගත රෝගය සම්පුර්ණයෙන් තුරන් කිරීමටත්, අපේ රට සුඛිත මුදිත රටක් බවට පත් කිරීමටත් ධෛර්ය ශක්තිය හා හැකියාව ලැබේවා ..! ඒ සදහා ඔබ තුමාට දළදා සමීදුගේ පිහිට ආරක්ෂාව නිරතුරුවම ලැබේවා ..!",0,B
අතිගරු ඔබතුමගෙ ඉදිරි ගමනට ත්‍රිවිධ රත්නයෙ පිහිට අරක්ශාව ලබෙවා,0,B
අතිගරු ඔබතුමා මෙි යනගමන අතිසාර්තකයි අවුරුදු පහම මෙහෙම ගියොත් ඉතා කෙටි කාලෙ කින් අපේ රට සියලු අර්බුදවලින්⁣ බෙිරාගැනිමට හැකිවනු ඇත පාර්ලිමේන්තුවක් අවශ්‍යම නැත තෙරුවන්සරණින් ඔබට ශක්තිය ධර්ය ලැබේවා,0,B
"අතිගරු ඔබතුමාගේ ප්‍රායොගිකන්‍යායාත්මක,අව0ක නායකත්වය සදහා අපගේ ප්‍රශ0සනාත්මක ස්තුතිය පලකරන අතර පු0චි අදහසක් මේ සමග ඉදිරිපත් කරමි. පසුගිය මාර්තු මස මුල සිට රටෙ සමස්ත ජනතාව රකින්නට කරන මහ ක්‍රියාන්විතය සාර්ථක කරගැනිම වෙනුවෙන් ඉදිරිපත් වු 1 කන්ඩායම මුලු මහත් සෞඛ්‍යය අ0ශ හා යුද හමුදා වෙනුවෙන් ද ජන මාධ්‍යවේදීන් වෙනුවෙන් ද යම් ආකාරයක සහන-තෑගි මල්ලක් (කීල්ස් හෝ ආර්පිකෝ හෝ ෆුඩ් සිටි වෙතින්) ඔවුනගෙ නිවෙස් වලටම ලබාදීමට ක්‍රමයක් ගැන සිතන්න අපට පුලුවන් වෙයිද ? මන්ද මේ රාජකාරි කරන බොහෝ දෙනෙකු ඔවුන්ගෙ පවුල්වල ගුහමූලිකයන් වන නිසා ත් මේ වනතුරු ඔවුන් ගේ අවශ්‍යතාවයන් (කෑම ගන්න,-මහජනතව සේ ගෙවල්වල ට බඩුගන්න)කිසිමවිටෙක උද්ගෝෂන කල නෑති නිසාවෙනි.",0,B
අතිගරු ඔබතුමාට ගොඩාක් පිං ඔබතුමා ජනතා සුභ සිද්දිය වෙනුවෙන් ගන්න තීරණ තීන්දු සියල්ලම සර්වප්‍රකාරයෙන්ම සාර්ථක වේවා ,0,B
අතිගරු ඔබතුමාට සහ වටේ ඉන්න යෝධ ශක්තියක් සමග මේ වසංගතයෙන් බේරෙන්න පුළුවන්. ඒ සදහා අපගේ සහයෝගය නොවඩුව ලබා දෙනවා,0,B
අතිගරු ජනපතිතුමනි රෝග පාලනය සදහා ගත් සියලු ක්‍රියාමාර්ගය ඉතාම නිවැරදියි. නිෂ්පාදන අංශයේ කර්මාන්ත ආරම්භ කිරීම සදහා සලකා බැලුවොත් හොඳයි.,0,B
අතිගරු ජනාධිපතිතුමනි මේ ගෑනිට වහාම දඬුවම් දෙන්න,1,B
"අතිගරු ජනාධිපතිතුමනි, ඔබට ජයවේවා. අනිකුත් සියලු සෞඛ්‍ය සේවා වෘත්තීය අයටත් හමුදා හා පොලිස් සේවයේ නියුතු සියලු දෙනාටම හා ඔබටත් අල්ලාහ්ගේ ආශිර්වාද ලැබේවා කියා ප්‍රාර්ථනා කරනවා.",0,B
අතිගරු ජනාධිපතිතුමනි.....පංචායුධ ක්‍රමවේදය විශිෂ්ඨයි......අග්‍රහාර රක්ෂණයෙන් සෞඛ්‍ය සේවයට දෙන රක්ෂණය මිඩ්වයිෆ්ලට දෙන්නෑ කියලයි ප්‍රවෘත්ති නිවේදනය කියෙව්වම මට තේරුනේ.....ඒ පිළිබදව ඔබතුමාගේ අවදානය යොමුවේවා.............,0,B
අතිගරු ශ්‍රී ලංකාවේ මෙවැනි පරිපාලනයක් අප දකින පළමු අවස්ථාව මෙයයි. ඔබේ විද්‍යාත්මක පියවර දැකීම මට සතුටක්. ඔබතුමාට ගොඩාක් පින් මේ අවස්ථාවේ රටේ අනාගතය වෙනුවෙන් කරනා සේවයට.... !,0,B
අතිවිශිශඨ්‍යි,0,B
අතිවිශිශ්ටයි කියන්න තියෙනදේ සුද්ද සින්හලෙන්ම කියල දුන්නා.බොහොම පින්,0,B
